1.17615663268,25.5,0.01,20.5,20.5
1.40677558027,30.5,0.01,20.5,20.5
1.63739452785,35.5,0.01,20.5,20.5
1.86801347544,40.5,0.01,20.5,20.5
1.12198592579,25.5,0.01,20.5,21.5
1.34198316615,30.5,0.01,20.5,21.5
1.5619804065,35.5,0.01,20.5,21.5
1.78197764685,40.5,0.01,20.5,21.5
1.07260740661,25.5,0.01,20.5,22.5
1.28292258438,30.5,0.01,20.5,22.5
1.49323776214,35.5,0.01,20.5,22.5
1.70355293991,40.5,0.01,20.5,22.5
1.91386811768,45.5,0.01,20.5,22.5
1.02741121203,25.5,0.01,20.5,23.5
1.22886439087,30.5,0.01,20.5,23.5
1.4303175697,35.5,0.01,20.5,23.5
1.63177074853,40.5,0.01,20.5,23.5
1.83322392736,45.5,0.01,20.5,23.5
1.17919796184,30.5,0.01,20.5,24.5
1.37250910312,35.5,0.01,20.5,24.5
1.56582024441,40.5,0.01,20.5,24.5
1.75913138569,45.5,0.01,20.5,24.5
1.95244252697,50.5,0.01,20.5,24.5
1.13340823758,30.5,0.01,20.5,25.5
1.31921286669,35.5,0.01,20.5,25.5
1.50501749581,40.5,0.01,20.5,25.5
1.69082212492,45.5,0.01,20.5,25.5
1.87662675403,50.5,0.01,20.5,25.5
1.09105772403,30.5,0.01,20.5,26.5
1.269919646,35.5,0.01,20.5,26.5
1.44878156797,40.5,0.01,20.5,26.5
1.62764348994,45.5,0.01,20.5,26.5
1.80650541192,50.5,0.01,20.5,26.5
1.98536733389,55.5,0.01,20.5,26.5
1.05177241543,30.5,0.01,20.5,27.5
1.22419412288,35.5,0.01,20.5,27.5
1.39661583033,40.5,0.01,20.5,27.5
1.56903753778,45.5,0.01,20.5,27.5
1.74145924522,50.5,0.01,20.5,27.5
1.91388095267,55.5,0.01,20.5,27.5
1.01523067633,30.5,0.01,20.5,28.5
1.18166193475,35.5,0.01,20.5,28.5
1.34809319316,40.5,0.01,20.5,28.5
1.51452445158,45.5,0.01,20.5,28.5
1.68095570999,50.5,0.01,20.5,28.5
1.84738696841,55.5,0.01,20.5,28.5
1.14199936199,35.5,0.01,20.5,29.5
1.30284434255,40.5,0.01,20.5,29.5
1.46368932311,45.5,0.01,20.5,29.5
1.62453430367,50.5,0.01,20.5,29.5
1.78537928423,55.5,0.01,20.5,29.5
1.94622426479,60.5,0.01,20.5,29.5
1.10492504102,35.5,0.01,20.5,30.5
1.26054828623,40.5,0.01,20.5,30.5
1.41617153145,45.5,0.01,20.5,30.5
1.57179477666,50.5,0.01,20.5,30.5
1.72741802188,55.5,0.01,20.5,30.5
1.88304126709,60.5,0.01,20.5,30.5
1.07019325348,35.5,0.01,20.5,31.5
1.22092469763,40.5,0.01,20.5,31.5
1.37165614178,45.5,0.01,20.5,31.5
1.52238758593,50.5,0.01,20.5,31.5
1.67311903008,55.5,0.01,20.5,31.5
1.82385047424,60.5,0.01,20.5,31.5
1.97458191839,65.5,0.01,20.5,31.5
1.03758845241,35.5,0.01,20.5,32.5
1.18372767106,40.5,0.01,20.5,32.5
1.32986688971,45.5,0.01,20.5,32.5
1.47600610836,50.5,0.01,20.5,32.5
1.62214532701,55.5,0.01,20.5,32.5
1.76828454565,60.5,0.01,20.5,32.5
1.9144237643,65.5,0.01,20.5,32.5
1.00692076741,35.5,0.01,20.5,33.5
1.1487405938,40.5,0.01,20.5,33.5
1.2905604202,45.5,0.01,20.5,33.5
1.4323802466,50.5,0.01,20.5,33.5
1.57420007299,55.5,0.01,20.5,33.5
1.71601989939,60.5,0.01,20.5,33.5
1.85783972578,65.5,0.01,20.5,33.5
1.99965955218,70.5,0.01,20.5,33.5
1.1157719086,40.5,0.01,20.5,34.5
1.25352152695,45.5,0.01,20.5,34.5
1.3912711453,50.5,0.01,20.5,34.5
1.52902076364,55.5,0.01,20.5,34.5
1.66677038199,60.5,0.01,20.5,34.5
1.80452000034,65.5,0.01,20.5,34.5
1.94226961868,70.5,0.01,20.5,34.5
1.08465159126,40.5,0.01,20.5,35.5
1.21855919512,45.5,0.01,20.5,35.5
1.35246679898,50.5,0.01,20.5,35.5
1.48637440284,55.5,0.01,20.5,35.5
1.6202820067,60.5,0.01,20.5,35.5
1.75418961056,65.5,0.01,20.5,35.5
1.88809721442,70.5,0.01,20.5,35.5
1.05522820639,40.5,0.01,20.5,36.5
1.1855032936,45.5,0.01,20.5,36.5
1.31577838081,50.5,0.01,20.5,36.5
1.44605346802,55.5,0.01,20.5,36.5
1.57632855523,60.5,0.01,20.5,36.5
